State_ab,City,Zip_Code,Lat,Lon,Median,Stdev
AZ,Avondale,85323,33.4462357,-112.3417667,44190,27720
AZ,Youngtown,85363,33.6103118,-112.2784919,36258,37949
AZ,Glendale,85306,33.631369,-112.2099467,63072,60304
AZ,Phoenix,60048,33.5893833,-112.2782881,36002,36263
AZ,Phoenix,85037,33.4994539,-112.280234,54288,27925
AZ,Chandler,85286,33.4496873,-112.3205947,68132,39574
AZ,Tolleson,85353,33.4082453,-112.2599089,63854,37537
AZ,Glendale,85302,33.5745886,-112.1945475,55106,34539
AZ,Glendale,85301,33.5457957,-112.1774088,24904,31028
AZ,Glendale,85303,33.5200387,-112.2117697,22629,27231
AZ,Glendale,85307,33.515458,-112.2811302,54131,33485
AZ,Phoenix,85032,33.6043843,-111.9344318,86769,65815
AZ,Scottsdale,85254,33.6188319,-111.969144,92369,60149
AZ,Phoenix,85023,33.6166417,-112.0797986,91251,46740
AZ,Phoenix,85020,33.5941537,-112.0555576,63024,54692
AZ,Phoenix,85029,33.6036114,-112.1252568,24672,30892
AZ,Glendale,85305,33.4006324,-112.3294874,38458,36905
AZ,Glendale,85304,33.5885017,-112.1766306,49478,72053
AZ,Phoenix,85028,33.5894838,-112.0243739,25656,29339
AZ,Paradise Valley,85253,33.5441689,-111.9412986,174901,87846
AZ,Phoenix,85016,33.5269516,-112.0379507,79042,64220
AZ,Phoenix,85015,33.5349394,-112.0953652,19895,38402
AZ,Phoenix,85019,33.5204471,-112.1427058,23394,30442
AZ,Phoenix,85012,33.5165357,-112.0737249,59991,59261
AZ,Phoenix,85014,33.5042337,-112.0540658,52319,39490
AZ,Phoenix,85013,33.5054188,-112.0934517,25061,30902
AZ,Phoenix,85033,33.5025844,-112.1933395,48164,38525
AZ,Phoenix,85008,33.4740317,-111.9709762,40924,47272
AZ,Phoenix,85006,33.4730134,-112.0432967,25411,21820
AZ,Phoenix,85002,33.4730347,-112.0739665,43191,80492
AZ,Phoenix,85035,33.4768815,-112.1777032,21181,17371
AZ,Phoenix,85043,33.4071318,-112.2209946,26685,38775
AZ,Phoenix,85007,33.4585736,-112.0913351,13722,23092
AZ,Phoenix,85034,33.4295804,-112.0140972,0,0
AZ,Phoenix,85041,33.3993852,-112.142267,28554,27890
AZ,Phoenix,85040,33.3995851,-112.0559842,31929,30796
AZ,Phoenix,85042,33.3885831,-111.9874871,54722,33779
AZ,Phoenix,85044,33.3409205,-111.9835193,42379,33469
AZ,Scottsdale,85258,33.5751643,-111.8802501,46086,45388
AZ,Scottsdale,85259,33.5890025,-111.8373468,38852,41506
AZ,Scottsdale,85255,33.6773576,-111.8382486,140525,79065
AZ,Scottsdale,85250,33.529373,-111.898852,67092,58464
AZ,Scottsdale,85251,33.5071933,-111.91706,52713,49288
AZ,Scottsdale,85257,33.4794719,-111.9509448,94834,71876
AZ,Scottsdale,85271,33.4619603,-111.9163918,39205,37553
AZ,Tempe,85281,33.4146651,-111.952179,30511,49539
AZ,Tempe,85285,33.4001798,-111.9349062,62418,51542
AZ,Tempe,85283,33.3821331,-111.9533755,58579,47130
AZ,Mesa,85205,33.4300703,-111.7277109,50801,65851
AZ,Mesa,85206,33.4446172,-111.7102505,34673,48645
AZ,Mesa,85201,33.4569965,-111.8274309,28737,22710
AZ,Mesa,85203,33.443353,-111.8098312,53389,46502
AZ,Mesa,85213,33.4300168,-111.7622801,103507,68473
AZ,Mesa,85202,33.3966747,-111.8698091,23772,26435
AZ,Mesa,85210,33.4040946,-111.8484498,26913,23665
AZ,Chandler,85224,33.3422819,-111.8849819,74528,54039
AZ,Gilbert,85233,33.3654099,-111.8263386,41689,19868
AZ,Tucson,85754,33.5603767,-112.1126416,28215,42720
AZ,Gilbert,85234,33.357289,-111.7814095,51976,57088
AZ,Gilbert,85296,33.3428917,-111.764314,84302,70831
AZ,Mesa,85208,33.3950184,-111.6097111,88002,53035
AZ,Mesa,85209,33.3863343,-111.6609716,39086,33707
AZ,Mesa,85212,33.3057429,-111.6550856,33147,32337
AZ,Glendale,85310,33.7200708,-112.1508333,126260,61523
AZ,Phoenix,85027,33.6727311,-112.0866239,47800,48677
AZ,Phoenix,85050,33.6665053,-112.0224747,40442,29266
AZ,Phoenix,85022,33.6513489,-112.0395987,41272,35093
AZ,Chandler,85226,33.3293036,-111.9223852,104211,67693
AZ,Tempe,85284,33.3154159,-111.9587756,104080,58597
AZ,Chandler,85225,33.2990273,-111.81557,80561,57558
AZ,Chandler,85248,33.2688801,-111.8759427,91320,54356
AZ,Chandler,85249,33.2407344,-111.8153055,143590,59856
AZ,Scottsdale,85256,33.5222009,-111.7981089,39241,60766
AZ,Fort Mohave,86426,34.9604936,-114.6151249,31907,32372
AZ,Golden Valley,86413,35.3439846,-114.3630145,25956,34749
AZ,Bullhead City,86429,35.1336496,-114.4816885,31129,27980
AZ,Lake Havasu City,86403,34.4884297,-114.3247882,70277,61818
AZ,Wikieup,85360,34.8405587,-113.7617762,46076,54718
AZ,Whiteriver,85941,33.7298265,-109.926978,18642,31840
AZ,Heber,85928,34.4126384,-110.5865747,20926,21249
AZ,Tucson,85719,32.2300551,-110.9526249,24131,30660
AZ,Tucson,85714,32.1727642,-110.9531268,24215,44514
AZ,Tucson,85746,32.1337396,-111.002285,37557,28455
AZ,Tucson,85730,32.1611116,-110.8489515,50335,33168
AZ,Tucson,85749,32.2740611,-110.7247798,100290,60152
AZ,Tucson,85747,32.1387607,-110.7687946,75590,44996
AZ,Tucson,85735,32.1900152,-111.0858689,40069,27888
AZ,Tucson,85709,32.2195871,-111.0067634,50459,44620
AZ,Marana,85653,32.3829457,-111.4550797,38001,47458
AZ,Tucson,85741,32.3286184,-111.0472414,32963,35933
AZ,Phoenix,85003,33.4477675,-112.0738956,49042,70051
AZ,Tucson,85737,32.4031955,-110.9893838,101458,71877
AZ,Maricopa,85138,33.0789461,-112.0255707,50317,38119
AZ,Maricopa,85239,33.0525774,-111.9660231,59306,54739
AZ,Eloy,85231,32.7517677,-111.5350247,23123,33748
AZ,Stanfield,85272,32.7426854,-112.0121319,24607,29577
AZ,Laveen,85339,33.3848215,-112.2072947,81729,47513
AZ,Rio Rico,85648,31.4535648,-111.1181423,44272,40548
AZ,Chino Valley,86323,34.7099289,-112.4849161,41878,36372
AZ,Prescott,86301,34.5873866,-112.4551462,52759,39615
AZ,Prescott Valley,86314,34.6118009,-112.350348,28842,54504
AZ,Yuma,85365,32.6908265,-114.6145067,26594,25407
AZ,Young,85554,34.0978185,-111.0155491,40205,32301
AR,Hamburg,71646,33.224818,-91.797375,30490,40843
AR,Cove,71937,34.484507,-94.37991,20134,40542
AR,Greers Ferry,72067,35.566406,-92.20518,52597,33290
AR,Stuttgart,72160,34.542304,-91.759996,39255,37041
AR,Jasper,72641,36.0105,-93.185469,22379,58370
AR,Keiser,72351,35.674001,-90.095544,32307,29775
AR,Lake City,72437,35.81937,-90.453905,36630,32454
AR,Poyen,72128,34.170133,-92.591386,27623,26310
AR,London,72847,35.325621,-93.243595,32904,35383
AR,Mccrory,72101,35.25743,-91.197058,23855,36829
AR,Magnolia,71753,33.276698,-93.226247,34056,45303
AR,Marmaduke,72443,36.189439,-90.385694,31094,36474
AR,Hartford,72938,35.092403,-94.352955,18645,32085
AR,Wheatley,72392,34.792129,-90.988,33695,26122
AR,Mulberry,72947,35.508517,-94.074754,27999,35391
AR,Norman,71960,34.458994,-93.676822,26738,23161
AR,Walnut Ridge,72476,36.171687,-90.818286,22527,17714
AR,Pangburn,72121,35.42608,-91.838741,33507,29290
AR,Perryville,72126,35.044755,-92.793451,38460,31546
AR,Morrilton,72110,35.159377,-92.643059,35612,56743
AR,Rector,72461,36.264476,-90.293093,32066,35641
AR,Barton,72312,34.657506,-90.820884,14342,16916
AR,St Paul,72760,35.826802,-93.767303,33565,21719
AR,Sheridan,72150,34.321598,-92.443045,46872,46594
AR,Sparkman,71763,33.917296,-92.849991,26016,33105
AR,Taylor,71861,33.099834,-93.461802,34737,44027
AR,Tuckerman,72473,35.724977,-91.20161,34907,41176
AR,Vandervoort,71972,34.379781,-94.364919,18542,15465
AR,Warren,71671,33.611829,-92.067718,27965,42212
AR,Wilson,72395,35.565961,-90.0418,47215,52608
AR,Bryant,72022,34.618169,-92.451289,20505,27422
AR,Marianna,72360,34.719723,-90.898069,21381,36738
AR,Bauxite,72011,34.559747,-92.499622,36227,29635
AR,Benton,72015,34.577424,-92.572583,51871,51272
AR,Monette,72447,35.83661,-90.3677,38434,38360
AR,Jonesboro,72404,35.908593,-90.79706,36140,25046
AR,Flippin,72634,36.37357,-92.591504,35834,31341
AR,Cedarville,72932,35.58306,-94.361781,50445,41071
AR,Camden,71701,33.701485,-93.023945,18742,26703
AR,Conway,72034,35.07435,-92.467078,48543,51719
AR,Kirby,71950,34.235924,-93.739193,35864,28954
AR,Leslie,72645,35.747919,-92.549999,18751,33868
AR,Donaldson,71941,34.234145,-92.918641,26931,33164
AR,Friars Point,38631,34.308574,-90.853346,19647,30918
AR,Caraway,72419,35.715807,-90.230627,34026,36987
AR,Crossett,71635,33.060828,-92.149031,32937,17179
AR,Hot Springs,71901,34.614003,-92.919727,46562,34200
AR,Garfield,72732,36.485793,-93.938574,44983,41361
AR,Sonora,72764,36.102458,-94.001579,99636,79398
AR,Greenwood,72936,35.21375,-94.240815,52751,52072
AR,Concord,72523,35.5815703,-91.8684332,23191,36384
AR,Heber Springs,72543,35.5064321,-91.9984836,19272,43552
AR,Quitman,72131,35.4563187,-92.1813642,45354,60698
AR,Emerson,71740,33.1763352,-93.0937911,61539,47754
AR,Center Ridge,72027,35.3283458,-92.5942172,42773,44562
AR,Jonesboro,72401,35.8352938,-90.732435,44852,34557
AR,Bay,72411,35.7608962,-90.5135722,37685,32211
AR,Brookland,72417,35.91406,-90.5532851,52538,65881
AR,Van Buren,72956,35.5022066,-94.4302122,51036,63896
AR,West Memphis,72301,35.1542649,-90.1676997,30229,24409
AR,Rison,71665,33.814492,-92.1476206,46803,48177
AR,Earle,72331,35.3525223,-90.3702057,72338,52201
AR,Marion,72364,35.215059,-90.1355163,62034,64596
AR,Wynne,72396,35.2280856,-90.8043199,31880,29231
AR,Dumas,71639,33.8762654,-91.4241176,16258,17278
AR,Dermott,71638,33.5972479,-91.5872161,33003,57788
AR,Monticello,71655,33.6054188,-91.8211792,27699,60099
AR,Greenbrier,72058,35.1954905,-92.3577718,46960,46753
AR,Vilonia,72173,35.0765755,-92.3137647,45089,33754
AR,Conway,72032,35.1242715,-92.3598425,70609,43701
AR,Ozark,72949,35.6244314,-93.8744835,40484,35161
AR,Branch,72928,35.3627064,-93.9594849,42909,40886
AR,Viola,72583,36.3765117,-91.9627259,27533,27919
AR,Hot Springs,71913,34.5349167,-93.0431886,16512,38479
AR,Hot Springs,71914,34.5029137,-93.1444266,41431,44216
AR,Jessieville,71949,34.6544705,-93.0193095,50487,49041
AR,Paragould,72450,36.1787425,-90.4924465,44103,33595
AR,Hope,71801,33.6656532,-93.5443256,30537,21098
AR,Malvern,72104,34.3402532,-92.8157617,31107,24361
AR,Mineral Springs,71851,33.8825405,-93.9278794,48474,52768
AR,Batesville,72501,35.851779,-91.6467559,31693,38788
AR,Newark,72562,35.7485331,-91.3772147,34719,33198
AR,White Hall,71602,34.3058883,-92.1125276,85442,74946
AR,Pine Bluff,71601,34.2172752,-91.9771867,29472,30644
AR,Pine Bluff,71603,34.2212074,-92.0340918,18140,26515
AR,Mountain Home,72653,36.3083026,-92.3815903,36614,34055
AR,Altheimer,72004,34.3188994,-91.8080983,26162,27608
AR,Lamar,72846,35.4358689,-93.3480391,35472,60440
AR,Hoxie,72433,36.0259169,-90.979586,21619,34456
AR,Palestine,72372,34.834235,-90.9523364,34422,44374
AR,Star City,71667,33.9146484,-91.7060232,34703,44792
AR,Ashdown,71822,33.6327452,-94.1518784,35204,60792
AR,Foreman,71836,33.7864194,-94.2762774,37712,46747
AR,Magazine,72943,35.1841381,-93.8295753,42437,55440
AR,Ward,72176,35.0029138,-91.9330783,45977,28316
AR,Cabot,72023,34.9846033,-92.0028444,65659,43006
AR,Jacksonville,72076,34.8294442,-92.016321,52750,36239
AR,England,72046,34.6440193,-91.9862173,47062,45699
AR,Huntsville,72740,36.0826413,-93.7400843,40233,41917
AR,Yellville,72687,36.1484039,-92.6436026,38190,37166
AR,Texarkana,71854,33.4380327,-94.0365646,60541,58445
AR,Blytheville,72315,35.8966508,-89.9230788,21012,22989
AR,Clarendon,72029,34.5964842,-91.1512537,29222,36666
AR,Ola,72853,34.9267399,-93.0798642,40779,52685
AR,Marvell,72366,34.5444409,-90.8739823,25602,17916
AR,West Helena,72390,34.5267051,-90.6575321,12837,9219
AR,Murfreesboro,71958,34.0392117,-93.607774,25354,47033
AR,Harrisburg,72432,35.5795502,-90.5367161,35799,35986
AR,Mena,71953,34.6503938,-94.3189874,35775,29284
AR,Dover,72837,35.3804003,-93.0918168,33316,35089
AR,Russellville,72801,35.2995467,-93.1140448,36427,31191
AR,Hazen,72064,34.7396802,-91.6134999,44761,42878
AR,Little Rock,72206,34.7170554,-92.2729487,30565,32671
AR,Little Rock,72205,34.7578226,-92.327379,58050,33136
AR,Little Rock,72204,34.7250352,-92.3292048,16264,61856
AR,Little Rock,72201,34.7598425,-92.2705685,28859,42234
AR,North Little Rock,72114,34.7684082,-92.2387932,14822,22427
AR,North Little Rock,72118,34.7970554,-92.2848994,23494,31930
AR,North Little Rock,72116,34.7875234,-92.2458551,33243,25648
AR,North Little Rock,72120,34.9059204,-92.2152469,42307,53995
AR,Little Rock,72209,34.6542916,-92.3552274,32298,35473
AR,Little Rock,72223,34.8271291,-92.6200592,54396,82037
AR,Little Rock,72210,34.6963815,-92.483476,66294,49252
AR,Maumelle,72113,34.8778467,-92.4224258,46464,38174
AR,Maynard,72444,36.3271841,-90.8734649,58931,53352
AR,Pocahontas,72455,36.251031,-90.9550618,35855,19103
AR,Forrest City,72335,35.0898884,-90.8280797,19354,24289
AR,St  Joe,72675,35.9307228,-92.8238787,34177,49646
AR,Fort Smith,72904,35.4160646,-94.3742474,25789,24024
AR,Fort Smith,72903,35.3806536,-94.3878611,20279,33334
AR,Fort Smith,72901,35.3640704,-94.4128461,24484,34251
AR,Fort Smith,72908,35.2856785,-94.4109952,70685,73357
AR,Dequeen,71832,34.0414618,-94.3571263,30952,19394
AR,Hardy,72542,36.3040997,-91.494724,32640,29578
AR,Cave City,72521,36.0099433,-91.5157647,32383,19169
AR,Mountain View,72560,35.8366086,-92.094325,23741,35333
AR,Pea Ridge,72751,36.4083177,-94.1178442,67751,62051
AR,Smackover,71762,33.3361675,-92.7314327,46745,44263
AR,El Dorado,71730,33.1037209,-92.5615182,51461,33114
AR,Clinton,72031,35.5720447,-92.3642236,42011,34960
AR,Fayetteville,72703,36.124794,-94.1338947,43226,41499
AR,Springdale,72762,36.1653409,-94.2734944,44580,66109
AR,Farmington,72730,36.0496246,-94.2745417,81414,55634
AR,Fayetteville,72701,36.0305065,-94.1649324,12106,23185
AR,Searcy,72143,35.2962848,-91.7523394,28270,25566
AR,Beebe,72012,35.15998,-91.9628497,66983,42739
AR,Augusta,72006,35.2525075,-91.3347738,33536,41202
AR,Dardanelle,72834,35.1486423,-93.2782641,45401,36534
AR,Lonoke,72086,34.8546328,-91.9290357,58416,51044
AR,Rogers,72756,36.3225266,-94.1371534,43440,48067
AR,Trumann,72472,35.6786785,-90.53183,46187,34810
AR,Hector,72843,35.5807244,-93.0163604,36733,34176
AR,Russellville,72802,35.2259426,-93.0978552,38414,34575
AR,Bella Vista,72714,36.4847655,-94.2003287,70059,46000
AR,Little Rock,72212,34.7757267,-92.3875534,72307,58987
AR,Mabelvale,72103,34.6685776,-92.3905375,24654,26514
AR,Gentry,72734,36.2844613,-94.513734,46995,42809
AR,Waldron,72958,34.9274818,-94.1351433,47154,41031
AR,Dewitt,72042,34.3069023,-91.3895216,37402,60817
AR,Hackett,72937,35.214942,-94.3906555,55632,62562
AR,Timbo,72680,35.8828834,-92.2512593,31287,43350
AR,Lowell,72745,36.2487062,-94.1648664,68801,64259
AR,Bradford,72020,35.3891861,-91.5245021,38865,44704
AR,Danville,72833,34.8794694,-93.4762462,35171,34487
AR,Gillett,72055,34.1186356,-91.330666,39821,41111
AR,Cotter,72626,36.318364,-92.5138407,31023,30692
AR,Valley Springs,72682,36.1767389,-92.990687,41496,36506
AR,Rogers,72758,36.3004942,-94.1212477,51384,25504
AR,Bentonville,72712,36.3608133,-94.1911898,34063,30863
AR,Centerton,72719,36.3705021,-94.2742006,98726,55516
AR,Gravette,72736,36.4140841,-94.5288329,40361,54925
AR,Siloam Springs,72761,36.1555108,-94.536747,41567,42607
AR,Hampton,71744,33.5406233,-92.4056869,33197,39186
AR,Hermitage,71647,33.5403608,-92.1410173,43176,51982
AR,Berryville,72616,36.3826636,-93.5603328,26266,50675
AR,Eudora,71640,33.14334,-91.3577924,36362,36899
AR,Arkadelphia,71923,34.0967794,-93.0818072,9618,18373
AR,Piggott,72454,36.3346921,-90.1887574,40096,43792
AR,Corning,72422,36.4016321,-90.5842507,28259,46759
CA,Alpine,91901,32.842286,-116.756044,79440,65636
CA,Watsonville,95076,36.959483,-121.781739,48440,55214
CA,Aptos,95003,36.991147,-121.892758,82737,67911
CA,Arroyo Grande,93420,35.124305,-120.584854,63124,62913
CA,Auburn,95603,38.895075,-121.076739,52951,60295
CA,Bakersfield,93304,35.321213,-119.018291,56986,57439
CA,Eureka,95503,40.765335,-124.178605,31689,37090
CA,Bella Vista,96008,40.651672,-122.256513,54896,39884
CA,Benton,93512,37.843606,-118.4899,31129,17722
CA,Big Bend,96011,41.011615,-121.930444,19739,22104
CA,Novato,94945,38.109893,-122.518376,127534,71468
CA,Bolinas,94924,37.917725,-122.709502,76150,73456
CA,Borrego Springs,92004,33.245398,-116.357035,31028,31083
CA,Brentwood,94513,37.935905,-121.718547,92772,64768
CA,Buellton,93427,34.615497,-120.194237,71623,55978
CA,Oroville,95965,39.668804,-121.645889,55666,52503
CA,Calimesa,92399,33.987344,-117.054211,45346,50889
CA,Cambria,93428,35.552479,-121.084527,60687,56027
CA,Camptonville,95922,39.452065,-121.048719,32833,48119
CA,Cazadero,95421,38.527831,-123.109799,41500,50971
CA,Covina,91724,34.102483,-117.856315,62609,49426
CA,Chino,91710,33.978037,-117.657719,72505,56415
CA,Clayton,94517,37.94032,-121.930076,130312,75495
CA,Concord,94520,38.0254,-122.02806,39905,59076
CA,Colfax,95713,39.093799,-120.953222,48972,48721
CA,Compton,90220,33.894047,-118.227469,43250,40688
CA,West Covina,91723,34.090475,-117.882143,64833,55152
CA,Quincy,95971,39.868383,-120.690446,26537,29934
CA,Daly City,94014,37.700941,-122.464979,74953,62070
CA,Delano,93215,35.763183,-119.26356,35348,36810
CA,Mckittrick,93251,35.244025,-119.603833,38492,59874
CA,Diamond Bar,91765,34.001573,-117.817601,89518,68452
CA,Avery,95224,38.294369,-120.270062,36578,87348
CA,Dublin,94568,37.716154,-121.896234,119417,72770
CA,Hemet,92544,33.730139,-116.940992,47505,48363
CA,Compton,90221,33.894834,-118.195587,43934,43685
CA,Elk Creek,95939,39.598678,-122.53232,36830,25925
CA,El Segundo,90245,33.917145,-118.401554,86968,70772
CA,Escondido,92026,33.133053,-117.074043,51007,55767
CA,Chowchilla,93610,37.077473,-120.193661,31719,41939
CA,Sonoma,95476,38.327504,-122.487137,53517,59891
CA,Flournoy,96029,39.928357,-122.446164,52439,37852
CA,New Pine Creek,97635,41.863301,-120.159395,25955,35242
CA,Merced,95348,37.327717,-120.532114,36846,45243
CA,Fresno,93730,36.984012,-119.70806,18417,34551
CA,Stockton,95215,37.963697,-121.22961,38763,31249
CA,Gilroy,95020,37.006407,-121.585321,81326,67204
CA,Downieville,95936,39.552354,-120.893102,30485,13700
CA,Westley,95387,37.564951,-121.179463,27144,47208
CA,Greenville,95947,40.133603,-120.945333,27678,41290
CA,Gustine,95322,37.254514,-120.99487,38476,48129
CA,Vacaville,95688,38.420393,-121.950842,88891,67964
CA,Herald,95638,38.288434,-121.231034,116734,59006
CA,Highland,92346,34.113473,-117.165729,53373,58733
CA,Twentynine Palms,92227,34.273019,-116.414529,26647,35631
CA,Huntington Beach,92648,33.690569,-118.00933,83908,69678
CA,Ione,95640,38.36003,-120.944343,50637,55281
CA,Jamul,91935,32.721063,-116.863036,111367,64817
CA,Jurupa Valley,92509,34.002591,-117.467612,57050,50640
CA,Ladera Ranch,92694,33.549356,-117.641503,137452,77834
CA,Chester,96020,40.257771,-121.146958,76530,81893
CA,Redding,96003,40.903436,-122.399658,31295,54483
CA,Aguanga,92536,33.518735,-116.812103,69282,33988
CA,Barstow,92311,34.885199,-117.108326,37956,31897
CA,Lindsay,93247,36.208216,-119.08968,30077,37152
CA,Livingston,95334,37.387281,-120.724943,51069,42662
CA,Ben Lomond,95005,37.114619,-122.052768,62885,73377
CA,Mountain View,94040,37.368538,-122.096629,173800,86393
CA,Lost Hills,93249,35.632801,-119.677762,30997,22659
CA,Mcarthur,96056,41.041995,-121.40524,43080,47125
CA,Madera,93637,36.963983,-120.080243,40326,39810
CA,Eureka,95502,40.850897,-124.163193,31868,43754
CA,Merced,95340,37.305695,-120.477871,36937,46907
CA,Lompoc,93438,34.688779,-120.43975,83492,73625
CA,Monrovia,91016,34.163997,-117.984612,70785,65240
CA,Twentynine Palms,92277,34.072377,-116.562727,33293,48459
CA,Martinez,94553,38.00924,-122.116855,50450,53449
CA,San Bernardino,92411,34.156059,-117.346405,35849,36861
CA,Tulelake,96134,41.888731,-121.360249,16194,19484
CA,Norco,92860,33.925519,-117.551958,86829,66154
CA,Richmond,94801,37.965271,-122.370668,31359,53493
CA,Oak Hills,92344,34.389944,-117.403108,71797,59360
CA,Oceano,93445,35.101608,-120.608217,48931,42496
CA,Weldon,93283,35.67022,-118.227163,29148,43934
CA,Oroville,95966,39.49362,-121.483755,48663,50221
CA,Palm Desert,92260,33.737797,-116.36372,53175,60825
CA,Paramount,90723,33.898883,-118.166629,45286,41505
CA,Visalia,93292,36.379521,-119.295604,32526,43675
CA,Petaluma,94952,38.242253,-122.628631,79519,64791
CA,King City,93930,36.172072,-121.143013,59995,51853
CA,Piru,93040,34.406921,-118.799572,48204,35144
CA,Santa Cruz,95062,36.959718,-121.970036,56067,64635
CA,Ramona,92065,33.045619,-116.877515,65343,55980
CA,Corning,96021,40.004003,-122.42834,28386,30944
CA,Redwood Valley,95470,39.268548,-123.202758,83217,38317
CA,Rio Dell,95562,40.495591,-124.11493,36946,37398
CA,Lomita,90717,33.780959,-118.325312,140323,84725
CA,Ross,94957,37.963815,-122.561569,184260,84272
CA,Sacramento,95816,38.566592,-121.468632,49743,55451
CA,Upland,91784,34.15642,-117.658705,92987,69393
CA,San Dimas,91773,34.107957,-117.808529,79150,65569
CA,San Juan Capistrano,92675,33.500581,-117.654433,74019,75480
CA,San Miguel,93451,35.753406,-120.692396,49204,50986
CA,Santa Cruz,95060,36.974385,-122.035268,62204,68648
CA,San Rafael,94903,38.005569,-122.502811,87362,71020
CA,Shingletown,96088,40.506094,-121.855665,46292,37775
CA,Helendale,92342,34.75011,-117.345998,68209,47124
CA,South Gate,90280,33.944159,-118.192761,42954,41327
CA,Palo Alto,94304,37.427021,-122.167747,48662,87102
CA,Porterville,93257,36.143436,-119.061469,25143,27845
CA,Taft,93268,35.13375,-119.47114,61051,38812
CA,Shoshone,92384,35.820581,-116.205051,11792,21600
